"","Event_Index","UTC_Timestamp","UTC_Date","Local_Timestamp","Local_Timezone","Local_Date","Experiment_ID","Experiment_Version","Tree_Node_Key","Repeat_Key","Schedule_ID","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","Checkpoint","Task_Name","Task_Version","Randomise_questionnaire_elements?","Question_Key","Response","id"
"333","11","1654864211276","10/06/2022 12:30:11","1654864211132","1","10/06/2022 13:30:11","86605","12","questionnaire-e3lq",NA,"22399379","c10bu2ue","6603074",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2-quantised","5","c10bu2ue"
"334","12","1654864211276","10/06/2022 12:30:11","1654864211132","1","10/06/2022 13:30:11","86605","12","questionnaire-e3lq",NA,"22399379","c10bu2ue","6603074",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2","5","c10bu2ue"
"335","13","1654864211276","10/06/2022 12:30:11","1654864211132","1","10/06/2022 13:30:11","86605","12","questionnaire-e3lq",NA,"22399379","c10bu2ue","6603074",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2-quantised","5","c10bu2ue"
"336","14","1654864211276","10/06/2022 12:30:11","1654864211132","1","10/06/2022 13:30:11","86605","12","questionnaire-e3lq",NA,"22399379","c10bu2ue","6603074",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","END QUESTIONNAIRE","19153","c10bu2ue"
"337","1","1654621366544","07/06/2022 17:02:46","1654621366450","1","07/06/2022 18:02:46","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","BEGIN QUESTIONNAIRE",NA,"ucjf5it7"
"338","2","1654621380183","07/06/2022 17:03:00","1654621380117","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3","3","ucjf5it7"
"339","3","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3-quantised","3","ucjf5it7"
"340","4","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3","2","ucjf5it7"
"341","5","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3-quantised","2","ucjf5it7"
"342","6","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3","3","ucjf5it7"
"343","7","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3-quantised","3","ucjf5it7"
"344","8","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3","4","ucjf5it7"
"345","9","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3-quantised","4","ucjf5it7"
"346","10","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3","4","ucjf5it7"
"347","11","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3-quantised","4","ucjf5it7"
"348","12","1654621380227","07/06/2022 17:03:00","1654621380119","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3","4","ucjf5it7"
"349","13","1654621380227","07/06/2022 17:03:00","1654621380119","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3-quantised","4","ucjf5it7"
"350","14","1654621380227","07/06/2022 17:03:00","1654621380119","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","END QUESTIONNAIRE","13669","ucjf5it7"
"351","1","1654600387083","07/06/2022 11:13:07","1654600386999","1","07/06/2022 12:13:06","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","BEGIN QUESTIONNAIRE",NA,"x15hufum"
"352","2","1654600403879","07/06/2022 11:13:23","1654600403844","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3","5","x15hufum"
"353","3","1654600403933","07/06/2022 11:13:23","1654600403846","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3-quantised","5","x15hufum"
"354","4","1654600403933","07/06/2022 11:13:23","1654600403846","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3","3","x15hufum"
"355","5","1654600403933","07/06/2022 11:13:23","1654600403846","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3-quantised","3","x15hufum"
"356","6","1654600403933","07/06/2022 11:13:23","1654600403846","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3","5","x15hufum"
"357","7","1654600403933","07/06/2022 11:13:23","1654600403846","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3-quantised","5","x15hufum"
"358","8","1654600403933","07/06/2022 11:13:23","1654600403846","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3","4","x15hufum"
"359","9","1654600403933","07/06/2022 11:13:23","1654600403846","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3-quantised","4","x15hufum"
"360","10","1654600403933","07/06/2022 11:13:23","1654600403846","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3","5","x15hufum"
"361","11","1654600403933","07/06/2022 11:13:23","1654600403847","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3-quantised","5","x15hufum"
"362","12","1654600403933","07/06/2022 11:13:23","1654600403847","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3","4","x15hufum"
"363","13","1654600403933","07/06/2022 11:13:23","1654600403847","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3-quantised","4","x15hufum"
"364","14","1654600403933","07/06/2022 11:13:23","1654600403847","1","07/06/2022 12:13:23","86605","12","questionnaire-omxu",NA,"22331847","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","END QUESTIONNAIRE","16848","x15hufum"
"365","1","1654605281556","07/06/2022 12:34:41","1654605281468","1","07/06/2022 13:34:41","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","BEGIN QUESTIONNAIRE",NA,"wopxcyrw"
"366","2","1654605291531","07/06/2022 12:34:51","1654605291448","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3","3","wopxcyrw"
"367","3","1654605291570","07/06/2022 12:34:51","1654605291449","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3-quantised","3","wopxcyrw"
"368","4","1654605291570","07/06/2022 12:34:51","1654605291449","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3","2","wopxcyrw"
"369","5","1654605291570","07/06/2022 12:34:51","1654605291449","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3-quantised","2","wopxcyrw"
"370","6","1654605291570","07/06/2022 12:34:51","1654605291450","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3","3","wopxcyrw"
"371","7","1654605291570","07/06/2022 12:34:51","1654605291450","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3-quantised","3","wopxcyrw"
"372","8","1654605291570","07/06/2022 12:34:51","1654605291450","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3","5","wopxcyrw"
"373","9","1654605291570","07/06/2022 12:34:51","1654605291450","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3-quantised","5","wopxcyrw"
"374","10","1654605291570","07/06/2022 12:34:51","1654605291450","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3","4","wopxcyrw"
"375","11","1654605291570","07/06/2022 12:34:51","1654605291450","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3-quantised","4","wopxcyrw"
"376","12","1654605291570","07/06/2022 12:34:51","1654605291450","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3","3","wopxcyrw"
"377","13","1654605291570","07/06/2022 12:34:51","1654605291450","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3-quantised","3","wopxcyrw"
"378","14","1654605291570","07/06/2022 12:34:51","1654605291450","1","07/06/2022 13:34:51","86605","12","questionnaire-omxu",NA,"22334955","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","END QUESTIONNAIRE","9982","wopxcyrw"
"379","1","1654610757056","07/06/2022 14:05:57","1654610756940","1","07/06/2022 15:05:56","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","BEGIN QUESTIONNAIRE",NA,"wyly5896"
"380","2","1654610769214","07/06/2022 14:06:09","1654610769119","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3","4","wyly5896"
"381","3","1654610769263","07/06/2022 14:06:09","1654610769120","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3-quantised","4","wyly5896"
"382","4","1654610769263","07/06/2022 14:06:09","1654610769120","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3","4","wyly5896"
"383","5","1654610769263","07/06/2022 14:06:09","1654610769120","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3-quantised","4","wyly5896"
"384","6","1654610769263","07/06/2022 14:06:09","1654610769120","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3","3","wyly5896"
"385","7","1654610769263","07/06/2022 14:06:09","1654610769120","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3-quantised","3","wyly5896"
"386","8","1654610769263","07/06/2022 14:06:09","1654610769120","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3","4","wyly5896"
"387","9","1654610769263","07/06/2022 14:06:09","1654610769120","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3-quantised","4","wyly5896"
"388","10","1654610769263","07/06/2022 14:06:09","1654610769120","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3","4","wyly5896"
"389","11","1654610769263","07/06/2022 14:06:09","1654610769121","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3-quantised","4","wyly5896"
"390","12","1654610769263","07/06/2022 14:06:09","1654610769121","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3","4","wyly5896"
"391","13","1654610769263","07/06/2022 14:06:09","1654610769121","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3-quantised","4","wyly5896"
"392","14","1654610769263","07/06/2022 14:06:09","1654610769121","1","07/06/2022 15:06:09","86605","12","questionnaire-omxu",NA,"22337139","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","END QUESTIONNAIRE","12181","wyly5896"
"393","1","1654621366544","07/06/2022 17:02:46","1654621366450","1","07/06/2022 18:02:46","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","BEGIN QUESTIONNAIRE",NA,"ucjf5it7"
"394","2","1654621380183","07/06/2022 17:03:00","1654621380117","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3","3","ucjf5it7"
"395","3","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3-quantised","3","ucjf5it7"
"396","4","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3","2","ucjf5it7"
"397","5","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3-quantised","2","ucjf5it7"
"398","6","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3","3","ucjf5it7"
"399","7","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3-quantised","3","ucjf5it7"
"400","8","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3","4","ucjf5it7"
"401","9","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3-quantised","4","ucjf5it7"
"402","10","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3","4","ucjf5it7"
"403","11","1654621380227","07/06/2022 17:03:00","1654621380118","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3-quantised","4","ucjf5it7"
"404","12","1654621380227","07/06/2022 17:03:00","1654621380119","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3","4","ucjf5it7"
"405","13","1654621380227","07/06/2022 17:03:00","1654621380119","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3-quantised","4","ucjf5it7"
"406","14","1654621380227","07/06/2022 17:03:00","1654621380119","1","07/06/2022 18:03:00","86605","12","questionnaire-omxu",NA,"22343932","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","END QUESTIONNAIRE","13669","ucjf5it7"
"407","1","1654680801706","08/06/2022 09:33:21","1654680801596","1","08/06/2022 10:33:21","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","BEGIN QUESTIONNAIRE",NA,"u4ckj0xb"
"408","2","1654680813115","08/06/2022 09:33:33","1654680813025","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3","6","u4ckj0xb"
