"","Participant_Public_ID","Task_Name","Screen_Name","Zone_Name","Response","Hint"
"891","rjld64yp","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"892","rjld64yp","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"893","rjld64yp","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"894","rjld64yp","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"896","rjld64yp","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"897","rjld64yp","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"898","rjld64yp","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"899","rjld64yp","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose right this time."""
"901","rjld64yp","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"902","rjld64yp","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"903","rjld64yp","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"904","rjld64yp","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"906","rjld64yp","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right."""
"907","rjld64yp","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right."""
"908","rjld64yp","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"909","rjld64yp","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"916","3qnbpkqy","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"917","3qnbpkqy","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"918","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"919","3qnbpkqy","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"921","3qnbpkqy","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"922","3qnbpkqy","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"923","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"924","3qnbpkqy","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"926","3qnbpkqy","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"927","3qnbpkqy","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"928","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"929","3qnbpkqy","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"931","3qnbpkqy","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose left."""
"932","3qnbpkqy","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose left."""
"933","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose left."""
"934","3qnbpkqy","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose left."""
"936","3qnbpkqy","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"937","3qnbpkqy","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"938","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"939","3qnbpkqy","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"941","3qnbpkqy","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left this time."""
"942","3qnbpkqy","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"943","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"944","3qnbpkqy","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left this time."""
"946","3qnbpkqy","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right."""
"947","3qnbpkqy","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right."""
"948","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"949","3qnbpkqy","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"951","3qnbpkqy","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s right this time, I think."""
"952","3qnbpkqy","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s right this time, I think."""
"953","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"954","3qnbpkqy","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s right this time, I think."""
"956","3qnbpkqy","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"957","3qnbpkqy","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"958","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"959","3qnbpkqy","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"961","3qnbpkqy","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"962","3qnbpkqy","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"963","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"964","3qnbpkqy","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"966","3qnbpkqy","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"967","3qnbpkqy","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"968","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"969","3qnbpkqy","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"971","3qnbpkqy","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right."""
"972","3qnbpkqy","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right."""
"973","3qnbpkqy","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose right."""
"974","3qnbpkqy","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose right."""
"981","fnw3740u","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"982","fnw3740u","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"983","fnw3740u","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"984","fnw3740u","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"986","fnw3740u","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"987","fnw3740u","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"988","fnw3740u","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"989","fnw3740u","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"991","fnw3740u","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"992","fnw3740u","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"993","fnw3740u","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"994","fnw3740u","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"996","fnw3740u","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose left."""
"997","fnw3740u","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose left."""
"998","fnw3740u","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"999","fnw3740u","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"1001","fnw3740u","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"1002","fnw3740u","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1003","fnw3740u","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1004","fnw3740u","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"1006","fnw3740u","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left this time."""
"1007","fnw3740u","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"1008","fnw3740u","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"1009","fnw3740u","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left this time."""
"1011","fnw3740u","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right."""
"1012","fnw3740u","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right."""
"1013","fnw3740u","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"1014","fnw3740u","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"1016","fnw3740u","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s right this time, I think."""
"1017","fnw3740u","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s right this time, I think."""
"1018","fnw3740u","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"1019","fnw3740u","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s right this time, I think."""
"1021","fnw3740u","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1022","fnw3740u","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1023","fnw3740u","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1024","fnw3740u","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"1026","fnw3740u","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"1027","fnw3740u","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1028","fnw3740u","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1029","fnw3740u","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"1031","fnw3740u","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1032","fnw3740u","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1033","fnw3740u","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1034","fnw3740u","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"1036","fnw3740u","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right."""
"1037","fnw3740u","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right."""
"1038","fnw3740u","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"1039","fnw3740u","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"1046","awnaa38f","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"1047","awnaa38f","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"1048","awnaa38f","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1049","awnaa38f","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"1051","awnaa38f","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"1052","awnaa38f","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1053","awnaa38f","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1054","awnaa38f","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"1056","awnaa38f","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1057","awnaa38f","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1058","awnaa38f","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1059","awnaa38f","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"1061","awnaa38f","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"1062","awnaa38f","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"1063","awnaa38f","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose left."""
"1064","awnaa38f","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose left."""
"1066","awnaa38f","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"1067","awnaa38f","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"1068","awnaa38f","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"1069","awnaa38f","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose right this time."""
"1071","awnaa38f","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose left this time."""
"1072","awnaa38f","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose left this time."""
"1073","awnaa38f","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"1074","awnaa38f","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left this time."""
"1076","awnaa38f","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right."""
"1077","awnaa38f","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right."""
"1078","awnaa38f","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"1079","awnaa38f","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"1081","awnaa38f","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s right this time, I think."""
"1082","awnaa38f","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s right this time, I think."""
"1083","awnaa38f","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"1084","awnaa38f","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s right this time, I think."""
"1086","awnaa38f","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"1087","awnaa38f","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"1088","awnaa38f","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1089","awnaa38f","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"1091","awnaa38f","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"1092","awnaa38f","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"1093","awnaa38f","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"1094","awnaa38f","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose right this time."""
"1096","awnaa38f","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1097","awnaa38f","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1098","awnaa38f","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
"1099","awnaa38f","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s left this time, I think."""
"1101","awnaa38f","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right."""
"1102","awnaa38f","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right."""
"1103","awnaa38f","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose right."""
"1104","awnaa38f","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose right."""
"1111","9fuapkwo","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose left."""
"1112","9fuapkwo","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose left."""
"1113","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1114","9fuapkwo","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"1116","9fuapkwo","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"1117","9fuapkwo","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1118","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1119","9fuapkwo","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"1121","9fuapkwo","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"1122","9fuapkwo","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"1123","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1124","9fuapkwo","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"1126","9fuapkwo","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"1127","9fuapkwo","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"1128","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose left."""
"1129","9fuapkwo","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose left."""
"1131","9fuapkwo","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"1132","9fuapkwo","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"1133","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1134","9fuapkwo","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"1136","9fuapkwo","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left this time."""
"1137","9fuapkwo","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"1138","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"1139","9fuapkwo","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left this time."""
"1141","9fuapkwo","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right."""
"1142","9fuapkwo","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right."""
"1143","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"1144","9fuapkwo","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"1146","9fuapkwo","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s right this time, I think."""
"1147","9fuapkwo","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s right this time, I think."""
"1148","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"1149","9fuapkwo","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s right this time, I think."""
"1151","9fuapkwo","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1152","9fuapkwo","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1153","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1154","9fuapkwo","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"1156","9fuapkwo","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"1157","9fuapkwo","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"1158","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1159","9fuapkwo","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"1161","9fuapkwo","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"1162","9fuapkwo","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"1163","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1164","9fuapkwo","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"1166","9fuapkwo","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right."""
"1167","9fuapkwo","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right."""
"1168","9fuapkwo","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose right."""
"1169","9fuapkwo","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose right."""
"1176","x9hun3az","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"1177","x9hun3az","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"1178","x9hun3az","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1179","x9hun3az","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"1181","x9hun3az","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"1182","x9hun3az","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"1183","x9hun3az","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1184","x9hun3az","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"1186","x9hun3az","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1187","x9hun3az","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1188","x9hun3az","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1189","x9hun3az","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"1191","x9hun3az","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"1192","x9hun3az","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"1193","x9hun3az","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1194","x9hun3az","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"1196","x9hun3az","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right this time."""
"1197","x9hun3az","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right this time."""
"1198","x9hun3az","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"1199","x9hun3az","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose right this time."""
"1201","x9hun3az","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left this time."""
"1202","x9hun3az","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"1203","x9hun3az","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"1204","x9hun3az","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left this time."""
"1206","x9hun3az","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right."""
"1207","x9hun3az","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right."""
"1208","x9hun3az","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"1209","x9hun3az","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"1211","x9hun3az","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s right this time, I think."""
"1212","x9hun3az","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s right this time, I think."""
"1213","x9hun3az","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s right this time, I think."""
"1214","x9hun3az","Maze game_Amie&Maria","Left","Continue","Continue","""It’s right this time, I think."""
"1216","x9hun3az","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"1217","x9hun3az","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"1218","x9hun3az","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1219","x9hun3az","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"1221","x9hun3az","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"1222","x9hun3az","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1223","x9hun3az","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1224","x9hun3az","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"1226","x9hun3az","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"1227","x9hun3az","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"1228","x9hun3az","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
"1229","x9hun3az","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s left this time, I think."""
"1231","x9hun3az","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right."""
"1232","x9hun3az","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right."""
"1233","x9hun3az","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose right."""
"1234","x9hun3az","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose right."""
"1241","fhonwjzj","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose left."""
"1242","fhonwjzj","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose left."""
"1243","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1244","fhonwjzj","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose left."""
"1246","fhonwjzj","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"1247","fhonwjzj","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1248","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1249","fhonwjzj","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"1251","fhonwjzj","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"1252","fhonwjzj","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"1253","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1254","fhonwjzj","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"1256","fhonwjzj","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose left."""
"1257","fhonwjzj","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose left."""
"1258","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose left."""
"1259","fhonwjzj","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose left."""
"1261","fhonwjzj","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"1262","fhonwjzj","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1263","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1264","fhonwjzj","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right this time."""
"1266","fhonwjzj","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose left this time."""
"1267","fhonwjzj","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose left this time."""
